audio_filename,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog
00_000066.wav,0.05046471580862999,0.4306566119194031,0.8422427177429199,0.0,0.005141920875757933,0.002781151793897152,0.0015004354063421488,0.008027423173189163,0.0,0.11652401089668274,0.00018814211944118142,0.004721060395240784,0.0011750756530091166,0.0,0.05062130093574524,0.002158499788492918,0.02558344230055809,0.01630597934126854,0.0,0.0006064591580070555,0.00101098429877311,0.002011424396187067,0.0,0.0095931151881814,0.0013272631913423538,0.0007902101497165859,9.479976142756641e-05,0.0,0.0006854593520984054,0.8422427177429199,0.008027423173189163,0.11652401089668274,0.004721060395240784,0.05062130093574524,0.002011424396187067,0.0095931151881814,0.0006854593520984054
00_000118.wav,0.14467601478099823,0.6592298746109009,0.5120813250541687,0.0,0.058972109109163284,0.016389889642596245,0.0039610667154192924,0.014344291761517525,0.0,0.04286651685833931,0.0032712442334741354,0.006392613053321838,0.0042427415028214455,0.0,0.044228602200746536,0.006320479325950146,0.009475157596170902,0.0022453651763498783,0.0,0.0030483833979815245,0.003192495321854949,0.00499765295535326,0.0,0.7567271590232849,0.1196013018488884,0.003033232409507036,0.0024523299653083086,0.0,0.4523918330669403,0.6592298746109009,0.058972109109163284,0.04286651685833931,0.006392613053321838,0.044228602200746536,0.00499765295535326,0.7567271590232849,0.4523918330669403
00_000275.wav,0.25955259799957275,0.6470457315444946,0.6168384552001953,0.0,0.03864668309688568,0.009996123611927032,0.006561711430549622,0.004388158675283194,0.0,0.03170225769281387,0.00549827516078949,0.01983594335615635,0.012300285510718822,0.0,0.023353388532996178,0.004650214686989784,0.025339413434267044,0.033170051872730255,0.0,0.0013911323621869087,0.003542947582900524,0.0034234169870615005,0.0,0.011987466365098953,0.007707774639129639,0.0017585009336471558,0.0003547524684108794,0.0,0.008371731266379356,0.6470457315444946,0.03864668309688568,0.03170225769281387,0.01983594335615635,0.033170051872730255,0.003542947582900524,0.011987466365098953,0.008371731266379356
00_000277.wav,0.00642496719956398,0.09389221668243408,0.023241732269525528,0.0,0.0021040434949100018,0.001056622015312314,0.0010536611080169678,0.001407027244567871,0.0,0.014102401211857796,0.00043235733755864203,0.0017550165066495538,0.0024776309728622437,0.0,0.0354386568069458,0.01932079717516899,0.9945412874221802,0.0012044369941577315,0.0,0.0015524799237027764,0.001663978910073638,0.0016910135746002197,0.0,0.04311233386397362,0.001865626429207623,0.0012906086631119251,0.0011361889773979783,0.0,0.0035278592258691788,0.09389221668243408,0.0021040434949100018,0.014102401211857796,0.0024776309728622437,0.9945412874221802,0.0016910135746002197,0.04311233386397362,0.0035278592258691788
00_000357.wav,0.14003603160381317,0.7251275777816772,0.047749221324920654,0.0,0.011831646785140038,0.0024844787549227476,0.0030307029373943806,0.0022126121912151575,0.0,0.16148000955581665,0.0016652877675369382,0.0080455606803298,0.0027163124177604914,0.0,0.009896377101540565,0.006286172196269035,0.016595635563135147,0.0009287007269449532,0.0,0.00276997615583241,0.005920546595007181,0.0036346009001135826,0.0,0.0104873888194561,0.006666766479611397,0.001685663708485663,0.00028568977722898126,0.0,0.0028981033246964216,0.7251275777816772,0.011831646785140038,0.16148000955581665,0.0080455606803298,0.016595635563135147,0.005920546595007181,0.0104873888194561,0.0028981033246964216
00_000436.wav,0.28773802518844604,0.49736282229423523,0.7896365523338318,0.0,0.03902199864387512,0.012945055030286312,0.008060308173298836,0.0025308828335255384,0.0,0.07086106389760971,0.009381681680679321,0.1721133589744568,0.03311547636985779,0.0,0.006254693493247032,0.0027493946254253387,0.0030226849485188723,0.008640282787382603,0.0,0.0016116179758682847,0.0012620629277080297,0.0018699488136917353,0.0,0.03471517935395241,0.007730219513177872,0.0027071903459727764,0.0004400075413286686,0.0,0.002742965007200837,0.7896365523338318,0.03902199864387512,0.07086106389760971,0.1721133589744568,0.008640282787382603,0.0018699488136917353,0.03471517935395241,0.002742965007200837
00_000440.wav,0.04310734570026398,0.24770356714725494,0.4299390912055969,0.0,0.023579712957143784,0.015541075728833675,0.0028311614878475666,0.008138216100633144,0.0,0.045890603214502335,0.003898776601999998,0.036071598529815674,0.013553326949477196,0.0,0.7500094771385193,0.019124653190374374,0.059276238083839417,0.005900358781218529,0.0,0.0007171474280767143,0.002672069938853383,0.0022841941099613905,0.0,0.1720881164073944,0.026664962992072105,0.0027427696622908115,0.0012448813067749143,0.0,0.005805844906717539,0.4299390912055969,0.023579712957143784,0.045890603214502335,0.036071598529815674,0.7500094771385193,0.002672069938853383,0.1720881164073944,0.005805844906717539
00_000612.wav,0.029853951185941696,0.2700611650943756,0.05126195400953293,0.0,0.001714297104626894,0.000903415260836482,0.0006432397640310228,0.0013660931726917624,0.0,0.02627032808959484,0.0006268234574235976,0.0013474379666149616,0.0006200812640599906,0.0,0.5814784169197083,0.014465204440057278,0.029739759862422943,0.004323754459619522,0.0,0.03134039416909218,0.014090504497289658,0.002788796089589596,0.0,0.3525296747684479,0.04244329780340195,0.021031638607382774,0.0018533440306782722,0.0,0.01308140717446804,0.2700611650943756,0.001714297104626894,0.02627032808959484,0.0013474379666149616,0.5814784169197083,0.03134039416909218,0.3525296747684479,0.01308140717446804
00_000688.wav,0.12743888795375824,0.31692054867744446,0.9124900102615356,0.0,0.13379400968551636,0.039446376264095306,0.009635042399168015,0.10833341628313065,0.0,0.03795047104358673,0.006854609586298466,0.09728194773197174,0.03502772003412247,0.0,0.0017942985286936164,0.002653508447110653,0.009906084276735783,0.15814951062202454,0.0,0.0005173683166503906,0.001350741134956479,0.001352649531327188,0.0,0.0032357966993004084,0.0033914188388735056,0.0005716084269806743,0.00013951570144854486,0.0,0.002159364987164736,0.9124900102615356,0.13379400968551636,0.03795047104358673,0.09728194773197174,0.15814951062202454,0.001352649531327188,0.0033914188388735056,0.002159364987164736
00_000765.wav,0.009653222747147083,0.09982963651418686,0.06687597930431366,0.0,0.001629226258955896,0.0017445108387619257,0.0007994806510396302,0.01003656629472971,0.0,0.5680108070373535,0.000356244680006057,0.0009073495166376233,0.0005600119475275278,0.0,0.04818307235836983,0.0010520321084186435,0.005966510158032179,0.008477930910885334,0.0,0.000745281227864325,0.005588236730545759,0.0008227179641835392,0.0,0.6721199154853821,0.1800033152103424,0.005823993124067783,0.002072606235742569,0.0,0.019801821559667587,0.09982963651418686,0.01003656629472971,0.5680108070373535,0.0009073495166376233,0.04818307235836983,0.005588236730545759,0.6721199154853821,0.019801821559667587
00_000823.wav,0.15339328348636627,0.2742197513580322,0.743729829788208,0.0,0.15407630801200867,0.06881295144557953,0.010333742946386337,0.010684069246053696,0.0,0.03582362085580826,0.002306815469637513,0.027143416926264763,0.012757432647049427,0.0,0.011294020339846611,0.005334432236850262,0.04242010787129402,0.006306429393589497,0.0,0.0037902072072029114,0.004156997427344322,0.0077714924700558186,0.0,0.010387086309492588,0.00601006206125021,0.0025427136570215225,0.0006050211959518492,0.0,0.0030385958962142467,0.743729829788208,0.15407630801200867,0.03582362085580826,0.027143416926264763,0.04242010787129402,0.0077714924700558186,0.010387086309492588,0.0030385958962142467
00_000924.wav,0.030245341360569,0.4840981960296631,0.01913001388311386,0.0,0.003698500106111169,0.007643604651093483,0.000923729210626334,0.0011937628732994199,0.0,0.13556121289730072,0.0023753184359520674,0.01610243320465088,0.0011102543212473392,0.0,0.5885927677154541,0.011621862649917603,0.009900896809995174,0.001187387853860855,0.0,0.013214506208896637,0.03297024592757225,0.002619777340441942,0.0,0.6363691091537476,0.04587860405445099,0.012789301574230194,0.0018045243341475725,0.0,0.004270288161933422,0.4840981960296631,0.007643604651093483,0.13556121289730072,0.01610243320465088,0.5885927677154541,0.03297024592757225,0.6363691091537476,0.004270288161933422
00_000925.wav,0.20143304765224457,0.3031819462776184,0.5388243198394775,0.0,0.18808074295520782,0.346159428358078,0.03895794227719307,0.20868484675884247,0.0,0.39354389905929565,0.004714530892670155,0.018613606691360474,0.00860525295138359,0.0,0.012702517211437225,0.001521850237622857,0.004846257623285055,0.021883362904191017,0.0,0.0012811969500035048,0.0023407412227243185,0.0035459320060908794,0.0,0.007767758332192898,0.0033215286675840616,0.0007732193917036057,0.00036026345333084464,0.0,0.0017247000942006707,0.5388243198394775,0.346159428358078,0.39354389905929565,0.018613606691360474,0.021883362904191017,0.0035459320060908794,0.007767758332192898,0.0017247000942006707
00_000934.wav,0.025342725217342377,0.2522774636745453,0.44064104557037354,0.0,0.011037820018827915,0.03487875685095787,0.00295900902710855,0.003992001060396433,0.0,0.10485771298408508,0.0005754279554821551,0.0031505185179412365,0.0015887300251051784,0.0,0.017300516366958618,0.0009807907044887543,0.002126042265444994,0.030084775760769844,0.0,0.00020532310009002686,0.0015868260525166988,0.0005657944711856544,0.0,0.42413151264190674,0.11724044382572174,0.0004729476058855653,0.0002455904323142022,0.0,0.14689846336841583,0.44064104557037354,0.03487875685095787,0.10485771298408508,0.0031505185179412365,0.030084775760769844,0.0015868260525166988,0.42413151264190674,0.14689846336841583
00_000970.wav,0.16796159744262695,0.5318410992622375,0.7120267152786255,0.0,0.1001298576593399,0.06276179850101471,0.009620696306228638,0.004633171483874321,0.0,0.009705852717161179,0.0004920368082821369,0.00642795953899622,0.0032382006756961346,0.0,0.011795726604759693,0.0020219096913933754,0.019103262573480606,0.0007979444926604629,0.0,0.0007446254603564739,0.0009739374509081244,0.006342470645904541,0.0,0.009257258847355843,0.0026393262669444084,0.001467570080421865,0.00026628459454514086,0.0,0.0025445916689932346,0.7120267152786255,0.1001298576593399,0.009705852717161179,0.00642795953899622,0.019103262573480606,0.006342470645904541,0.009257258847355843,0.0025445916689932346
00_000985.wav,0.0762769803404808,0.44683587551116943,0.09635394811630249,0.0,0.003814280265942216,0.0020259511657059193,0.009116549976170063,0.005118933506309986,0.0,0.3505416214466095,0.0007573668262921274,0.00212857685983181,0.0013997491914778948,0.0,0.031853239983320236,0.007344838231801987,0.013075277209281921,0.0017469637095928192,0.0,0.06454446911811829,0.03798758238554001,0.004579524043947458,0.0,0.5685744285583496,0.025037184357643127,0.03262704610824585,0.006147449370473623,0.0,0.004978983663022518,0.44683587551116943,0.009116549976170063,0.3505416214466095,0.00212857685983181,0.031853239983320236,0.06454446911811829,0.5685744285583496,0.004978983663022518
00_001108.wav,0.1457919180393219,0.5001021027565002,0.4660987854003906,0.0,0.03354696184396744,0.015421017073094845,0.011826887726783752,0.011359290219843388,0.0,0.06573794782161713,0.0026815792080014944,0.015501469373703003,0.010734278708696365,0.0,0.05590956658124924,0.005523788742721081,0.022742019966244698,0.00438246876001358,0.0,0.0019348025089129806,0.00548905786126852,0.0030739798676222563,0.0,0.011313479393720627,0.007413219194859266,0.0010679203551262617,0.00038952729664742947,0.0,0.0020091799087822437,0.5001021027565002,0.03354696184396744,0.06573794782161713,0.015501469373703003,0.05590956658124924,0.00548905786126852,0.011313479393720627,0.0020091799087822437
00_001177.wav,0.1466793715953827,0.4111129343509674,0.7442670464515686,0.0,0.07648997008800507,0.0250991303473711,0.005191772244870663,0.013628792017698288,0.0,0.04735187813639641,0.011965729296207428,0.15165747702121735,0.020478295162320137,0.0,0.05315938964486122,0.0038067917339503765,0.008594604209065437,0.0031248580198735,0.0,0.005340592470020056,0.007768118288367987,0.005396786145865917,0.0,0.1800546646118164,0.02044421061873436,0.0028838966973125935,0.0013285173336043954,0.0,0.006454356014728546,0.7442670464515686,0.07648997008800507,0.04735187813639641,0.15165747702121735,0.05315938964486122,0.007768118288367987,0.1800546646118164,0.006454356014728546
00_001414.wav,0.0307026170194149,0.2968083620071411,0.01220773160457611,0.0,0.00029317993903532624,0.00020602348376996815,0.00044454666203819215,0.0010624807327985764,0.0,0.03500938415527344,0.0002277646417496726,0.0004925586981698871,0.00045619846787303686,0.0,0.16049565374851227,0.005000016186386347,0.0168942678719759,0.001365918549709022,0.0,0.009533259086310863,0.013218848966062069,0.0008005648851394653,0.0,0.9269988536834717,0.21213388442993164,0.027078572660684586,0.006084382999688387,0.0,0.012911785393953323,0.2968083620071411,0.0010624807327985764,0.03500938415527344,0.0004925586981698871,0.16049565374851227,0.013218848966062069,0.9269988536834717,0.012911785393953323
00_001429.wav,0.057037174701690674,0.5644955039024353,0.7398924827575684,0.0,0.023856205865740776,0.010266056284308434,0.007320858538150787,0.003934185020625591,0.0,0.05650705844163895,0.002256495878100395,0.061927177011966705,0.020333044230937958,0.0,0.43081405758857727,0.0046151140704751015,0.012006327509880066,0.0022249557077884674,0.0,0.010180650278925896,0.004671059083193541,0.002741830190643668,0.0,0.032006192952394485,0.004150634631514549,0.005173107609152794,0.0007583604892715812,0.0,0.0018475577235221863,0.7398924827575684,0.023856205865740776,0.05650705844163895,0.061927177011966705,0.43081405758857727,0.010180650278925896,0.032006192952394485,0.0018475577235221863
00_001449.wav,0.12658247351646423,0.19918426871299744,0.6605520248413086,0.0,0.23175048828125,0.07396245002746582,0.06322558969259262,0.045255146920681,0.0,0.11593080312013626,0.006432183086872101,0.07081928104162216,0.025194071233272552,0.0,0.016290636733174324,0.005870427004992962,0.016880696639418602,0.010484726168215275,0.0,0.004058715887367725,0.004166986793279648,0.005117751192301512,0.0,0.02562483213841915,0.004946926608681679,0.004907980561256409,0.0010175382485613227,0.0,0.005345849320292473,0.6605520248413086,0.23175048828125,0.11593080312013626,0.07081928104162216,0.016880696639418602,0.005117751192301512,0.02562483213841915,0.005345849320292473
