audio_filename,1-1_small-sounding-engine,1-2_medium-sounding-engine,1-3_large-sounding-engine,1-X_engine-of-uncertain-size,2-1_rock-drill,2-2_jackhammer,2-3_hoe-ram,2-4_pile-driver,2-X_other-unknown-impact-machinery,3-1_non-machinery-impact,4-1_chainsaw,4-2_small-medium-rotating-saw,4-3_large-rotating-saw,4-X_other-unknown-powered-saw,5-1_car-horn,5-2_car-alarm,5-3_siren,5-4_reverse-beeper,5-X_other-unknown-alert-signal,6-1_stationary-music,6-2_mobile-music,6-3_ice-cream-truck,6-X_music-from-uncertain-source,7-1_person-or-small-group-talking,7-2_person-or-small-group-shouting,7-3_large-crowd,7-4_amplified-speech,7-X_other-unknown-human-voice,8-1_dog-barking-whining,1_engine,2_machinery-impact,3_non-machinery-impact,4_powered-saw,5_alert-signal,6_music,7_human-voice,8_dog
00_000066.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906336784362793,0.15953470766544342,0.1718721091747284,0.05786491557955742,0.046753812581300735,0.009917163290083408,0.03518766909837723,0.007774891331791878
00_000118.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6146495938301086,0.07166243344545364,0.027666378766298294,0.05362623929977417,0.09505659341812134,0.06568995863199234,0.7221702933311462,0.38758203387260437
00_000275.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9282597303390503,0.12134875357151031,0.04758061468601227,0.05563483014702797,0.06869140267372131,0.019258417189121246,0.060624152421951294,0.0064719002693891525
00_000277.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07663211226463318,0.03325607255101204,0.010961433872580528,0.02541346475481987,0.9937548041343689,0.012560891918838024,0.08081923425197601,0.005540868267416954
00_000357.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861862063407898,0.1462501585483551,0.07701285928487778,0.04955402761697769,0.08533667027950287,0.01702433079481125,0.04146239161491394,0.010977072641253471
00_000436.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8138109445571899,0.2134127914905548,0.09503941237926483,0.09849980473518372,0.10528863966464996,0.029951153323054314,0.05568808317184448,0.007780496496707201
00_000440.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459676384925842,0.09007403254508972,0.054064925760030746,0.04116902872920036,0.6071922779083252,0.026606746017932892,0.38779816031455994,0.042435172945261
00_000612.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4110916256904602,0.07437394559383392,0.14126399159431458,0.013921022415161133,0.5973144769668579,0.1813986748456955,0.5955176949501038,0.029743878170847893
00_000688.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9084244966506958,0.3186761736869812,0.07785724103450775,0.10653505474328995,0.0620940700173378,0.010936661623418331,0.056123800575733185,0.009970583021640778
00_000765.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39621853828430176,0.16171155869960785,0.5410212278366089,0.017260700464248657,0.10275712609291077,0.11919333040714264,0.675706148147583,0.06760932505130768
